sep=,,,,,,,,,,,,,
数据表,分组,字段,值,单位,井深_top_m,井深_bottom_m,depth_md_m,cbl_amplitude_pct,quality_proxy,质量等级_代理,说明,来源文件,OCR置信度
OCR完整清单,section_01,ocr_0136,5500,,,,7810,,,,x_px=88; y_px=2527,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7996062874794007
OCR完整清单,section_01,ocr_0137,5510,,,,7810,,,,x_px=88; y_px=2675,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7996449828147888
OCR完整清单,section_01,ocr_0138,5520,,,,7810,,,,x_px=88; y_px=2823,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7995169281959533
OCR完整清单,section_01,ocr_0139,5530,,,,7810,,,,x_px=88; y_px=2971,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.799716567993164
OCR完整清单,section_01,ocr_0140,5540,,,,7810,,,,x_px=88; y_px=3119,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7994581937789917
OCR完整清单,section_01,ocr_0141,.......,,,,7810,,,,x_px=891; y_px=3201,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5698873065412045
OCR完整清单,section_01,ocr_0142,5550,,,,7810,,,,x_px=88; y_px=3265,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7993239283561706
OCR完整清单,section_01,ocr_0143,5560,,,,7810,,,,x_px=88; y_px=3413,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7388312339782714
OCR完整清单,section_01,ocr_0144,5570,,,,7810,,,,x_px=88; y_px=3561,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7994667053222656
OCR完整清单,section_01,ocr_0145,5580,,,,7810,,,,x_px=88; y_px=3708,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7994661688804626
OCR完整清单,section_01,ocr_0146,5590,,,,7810,,,,x_px=88; y_px=3856,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7904181718826294
OCR完整清单,section_01,ocr_0147,5600,,,,7810,,,,x_px=88; y_px=4004,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7995615839958191
OCR完整清单,section_01,ocr_0148,5610,,,,7810,,,,x_px=88; y_px=4152,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7666267871856689
OCR完整清单,section_01,ocr_0149,5620,,,,7810,,,,x_px=88; y_px=4299,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7990870714187622
OCR完整清单,section_01,ocr_0150,5630,,,,7810,,,,x_px=88; y_px=4447,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7995826721191406
OCR完整清单,section_01,ocr_0151,5640,,,,7810,,,,x_px=88; y_px=4594,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7994390010833741
OCR完整清单,section_01,ocr_0152,......,,,,7810,,,,x_px=190; y_px=4697,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.665054691689355
OCR完整清单,section_01,ocr_0153,5650,,,,7810,,,,x_px=88; y_px=4742,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7986767292022705
OCR完整清单,section_01,ocr_0154,.....,,,,7810,,,,x_px=191; y_px=4756,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5042196611563364
OCR完整清单,section_01,ocr_0155,.....,,,,7810,,,,x_px=191; y_px=4786,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5386127928892771
OCR完整清单,section_01,ocr_0156,...........,,,,7810,,,,x_px=190; y_px=4861,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7476116766532263
OCR完整清单,section_01,ocr_0157,5660,,,,7810,,,,x_px=88; y_px=4890,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7995027422904968
OCR完整清单,section_01,ocr_0158,5670,,,,7810,,,,x_px=88; y_px=5038,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.799658739566803
OCR完整清单,section_01,ocr_0159,.....,,,,7810,,,,x_px=190; y_px=5053,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6098792453606924
OCR完整清单,section_01,ocr_0160,......,,,,7810,,,,x_px=190; y_px=5081,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6708499363490513
OCR完整清单,section_01,ocr_0161,......,,,,7810,,,,x_px=190; y_px=5111,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5866215910230365
OCR完整清单,section_01,ocr_0162,.....,,,,7810,,,,x_px=190; y_px=5143,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6054369956254959
OCR完整清单,section_01,ocr_0163,.....,,,,7810,,,,x_px=190; y_px=5171,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6579260130723318
OCR完整清单,section_01,ocr_0164,5680,,,,7810,,,,x_px=88; y_px=5185,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7991448640823364
OCR完整清单,section_01,ocr_0165,".....,",,,,7810,,,,x_px=190; y_px=5199,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5900018002305712
OCR完整清单,section_01,ocr_0166,.....,,,,7810,,,,x_px=190; y_px=5230,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5497907350460688
OCR完整清单,section_01,ocr_0167,......,,,,7810,,,,x_px=190; y_px=5259,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.746207228728703
OCR完整清单,section_01,ocr_0168,...........,,,,7810,,,,x_px=190; y_px=5302,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7741700882713
OCR完整清单,section_02,ocr_0169,.....1,,,,7810,,,,x_px=190; y_px=8046,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.50534730723926
OCR完整清单,section_02,ocr_0170,............,,,,7810,,,,x_px=190; y_px=8118,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7050157235218928
OCR完整清单,section_02,ocr_0171,5700,,,,7810,,,,x_px=88; y_px=8147,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7964563131332397
OCR完整清单,section_02,ocr_0172,......,,,,7810,,,,x_px=190; y_px=8164,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7435988443238395
OCR完整清单,section_02,ocr_0173,......,,,,7810,,,,x_px=190; y_px=8190,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.578801086970738
OCR完整清单,section_02,ocr_0174,5710,,,,7810,,,,x_px=88; y_px=8294,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7995137572288513
OCR完整清单,section_02,ocr_0175,5720,,,,7810,,,,x_px=88; y_px=8442,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.799636971950531
OCR完整清单,section_02,ocr_0176,5730,,,,7810,,,,x_px=88; y_px=8590,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7984447121620178
OCR完整清单,section_02,ocr_0177,5740,,,,7810,,,,x_px=88; y_px=8737,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7995137929916382
OCR完整清单,section_02,ocr_0178,5750,,,,7810,,,,x_px=88; y_px=8885,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7989316582679749
OCR完整清单,section_02,ocr_0179,5760,,,,7810,,,,x_px=88; y_px=9032,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.782783591747284
OCR完整清单,section_02,ocr_0180,5770,,,,7810,,,,x_px=88; y_px=9180,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7951502323150634
OCR完整清单,section_02,ocr_0181,5780,,,,7810,,,,x_px=88; y_px=9328,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7982924342155456
OCR完整清单,section_02,ocr_0182,ALL,,,,7810,,,,x_px=972; y_px=9364,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5379513651132584
OCR完整清单,section_02,ocr_0183,5790,,,,7810,,,,x_px=88; y_px=9476,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7791214942932129
OCR完整清单,section_02,ocr_0184,5800,,,,7810,,,,x_px=88; y_px=9624,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7991677403450013
OCR完整清单,section_02,ocr_0185,5810,,,,7810,,,,x_px=88; y_px=9771,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7990285992622376
OCR完整清单,section_02,ocr_0186,..,,,,7810,,,,x_px=980; y_px=9774,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5295201142628988
OCR完整清单,section_02,ocr_0187,...,,,,7810,,,,x_px=920; y_px=9829,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.659690797328949
OCR完整清单,section_02,ocr_0188,5820,,,,7810,,,,x_px=88; y_px=9918,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7710195899009704
OCR完整清单,section_02,ocr_0189,5830,,,,7810,,,,x_px=88; y_px=10066,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7996958374977112
OCR完整清单,section_02,ocr_0190,5840,,,,7810,,,,x_px=88; y_px=10214,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7995141625404358
OCR完整清单,section_02,ocr_0191,5850,,,,7810,,,,x_px=88; y_px=10362,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7061022043228149
OCR完整清单,section_02,ocr_0192,5860,,,,7810,,,,x_px=88; y_px=10510,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7583380699157715
OCR完整清单,section_02,ocr_0193,5870,,,,7810,,,,x_px=88; y_px=10657,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7456195831298829
OCR完整清单,section_02,ocr_0194,.....,,,,7810,,,,x_px=652; y_px=10700,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.544202963511149
OCR完整清单,section_02,ocr_0195,5880,,,,7810,,,,x_px=88; y_px=10805,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7977599382400513
OCR完整清单,section_02,ocr_0196,5890,,,,7810,,,,x_px=88; y_px=10952,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.799206268787384
OCR完整清单,section_02,ocr_0197,5900,,,,7810,,,,x_px=88; y_px=11100,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7997804760932923
OCR完整清单,section_02,ocr_0198,5910,,,,7810,,,,x_px=88; y_px=11248,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7976112246513367
OCR完整清单,section_02,ocr_0199,5920,,,,7810,,,,x_px=88; y_px=11395,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.79976567029953
OCR完整清单,section_02,ocr_0200,5930,,,,7810,,,,x_px=88; y_px=11543,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7141567587852478
OCR完整清单,section_02,ocr_0201,5940,,,,7810,,,,x_px=88; y_px=11691,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.799730920791626
OCR完整清单,section_02,ocr_0202,5950,,,,7810,,,,x_px=88; y_px=11839,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7996160864830018
OCR完整清单,section_02,ocr_0203,5960,,,,7810,,,,x_px=88; y_px=11985,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7996491074562073
OCR完整清单,section_02,ocr_0204,5970,,,,7810,,,,x_px=88; y_px=12133,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7995246171951294
OCR完整清单,section_02,ocr_0205,5980,,,,7810,,,,x_px=88; y_px=12281,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7983442902565002
OCR完整清单,section_02,ocr_0206,5990,,,,7810,,,,x_px=88; y_px=12429,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.798312532901764
OCR完整清单,section_02,ocr_0207,6000,,,,7810,,,,x_px=88; y_px=12576,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7995778560638428
OCR完整清单,section_02,ocr_0208,6010,,,,7810,,,,x_px=88; y_px=12724,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7127691745758057
OCR完整清单,section_02,ocr_0209,6020,,,,7810,,,,x_px=88; y_px=12872,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7995474696159363
OCR完整清单,section_02,ocr_0210,6030,,,,7810,,,,x_px=87; y_px=13019,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7991386890411377
OCR完整清单,section_02,ocr_0211,6040,,,,7810,,,,x_px=88; y_px=13167,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.775882339477539
OCR完整清单,section_02,ocr_0212,6050,,,,7810,,,,x_px=88; y_px=13315,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7996371865272522
OCR完整清单,section_03,ocr_0213,....,,,,7810,,,,x_px=650; y_px=16116,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5090668082237244
OCR完整清单,section_03,ocr_0214,6060,,,,7810,,,,x_px=88; y_px=16128,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.799436342716217
OCR完整清单,section_03,ocr_0215,.-.---...-.-,,,,7810,,,,x_px=189; y_px=16191,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5295386749964494
OCR完整清单,section_03,ocr_0216,-...........,,,,7810,,,,x_px=189; y_px=16249,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.590544193983078
OCR完整清单,section_03,ocr_0217,6070,,,,7810,,,,x_px=88; y_px=16277,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7254569411277771
OCR完整清单,section_03,ocr_0218,....,,,,7810,,,,x_px=652; y_px=16289,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6150423407554626
OCR完整清单,section_03,ocr_0219,6080,,,,7810,,,,x_px=88; y_px=16424,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7884581923484802
OCR完整清单,section_03,ocr_0220,......A,,,,7810,,,,x_px=190; y_px=16469,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5247202813625336
OCR完整清单,section_03,ocr_0221,......,,,,7810,,,,x_px=190; y_px=16500,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5158799546105521
OCR完整清单,section_03,ocr_0222,6090,,,,7810,,,,x_px=88; y_px=16571,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7988478899002075
OCR完整清单,section_03,ocr_0223,6100,,,,7810,,,,x_px=88; y_px=16719,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7995614528656005
OCR完整清单,section_03,ocr_0224,6110,,,,7810,,,,x_px=88; y_px=16867,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7972146987915039
OCR完整清单,section_03,ocr_0225,6120,,,,7810,,,,x_px=88; y_px=17014,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6424685597419739
OCR完整清单,section_03,ocr_0226,6130,,,,7810,,,,x_px=88; y_px=17162,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7086843490600586
OCR完整清单,section_03,ocr_0227,6140,,,,7810,,,,x_px=88; y_px=17310,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7828889608383178
OCR完整清单,section_03,ocr_0228,6150,,,,7810,,,,x_px=88; y_px=17458,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7377612709999084
OCR完整清单,section_03,ocr_0229,....,,,,7810,,,,x_px=652; y_px=17592,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6097139120101929
OCR完整清单,section_03,ocr_0230,6160,,,,7810,,,,x_px=88; y_px=17605,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7696380019187927
OCR完整清单,section_03,ocr_0231,6170,,,,7810,,,,x_px=88; y_px=17753,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7994706392288208
OCR完整清单,section_03,ocr_0232,6180,,,,7810,,,,x_px=88; y_px=17900,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7990341305732727
OCR完整清单,section_03,ocr_0233,6190,,,,7810,,,,x_px=88; y_px=18048,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7657292366027832
OCR完整清单,section_03,ocr_0234,6200,,,,7810,,,,x_px=87; y_px=18195,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7993107676506043
OCR完整清单,section_03,ocr_0235,6210,,,,7810,,,,x_px=88; y_px=18344,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7282299995422363
OCR完整清单,section_03,ocr_0236,6220,,,,7810,,,,x_px=88; y_px=18491,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7983679294586181
OCR完整清单,section_03,ocr_0237,6230,,,,7810,,,,x_px=88; y_px=18639,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7782084345817566
OCR完整清单,section_03,ocr_0238,6240,,,,7810,,,,x_px=88; y_px=18786,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7305587768554688
OCR完整清单,section_03,ocr_0239,6250,,,,7810,,,,x_px=88; y_px=18933,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7981467485427857
OCR完整清单,section_03,ocr_0240,6260,,,,7810,,,,x_px=88; y_px=19081,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7930587887763977
OCR完整清单,section_03,ocr_0241,6270,,,,7810,,,,x_px=88; y_px=19229,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7994588017463684
OCR完整清单,section_03,ocr_0242,6280,,,,7810,,,,x_px=88; y_px=19377,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7990832567214966
OCR完整清单,section_03,ocr_0243,6290,,,,7810,,,,x_px=88; y_px=19525,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7951632857322692
OCR完整清单,section_03,ocr_0244,6300,,,,7810,,,,x_px=88; y_px=19672,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7995639324188233
OCR完整清单,section_03,ocr_0245,6310,,,,7810,,,,x_px=88; y_px=19819,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7996899366378785
OCR完整清单,section_03,ocr_0246,6320,,,,7810,,,,x_px=88; y_px=19967,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7993266344070434
OCR完整清单,section_03,ocr_0247,.----,,,,7810,,,,x_px=192; y_px=20042,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5468210279941559
OCR完整清单,section_03,ocr_0248,....,,,,7810,,,,x_px=650; y_px=20103,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6005666136741639
OCR完整清单,section_03,ocr_0249,6330,,,,7810,,,,x_px=88; y_px=20115,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7994516849517822
OCR完整清单,section_03,ocr_0250,....,,,,7810,,,,x_px=651; y_px=20159,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6109063029289246
OCR完整清单,section_03,ocr_0251,6340,,,,7810,,,,x_px=88; y_px=20263,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7994009971618652
OCR完整清单,section_03,ocr_0252,-..........,,,,7810,,,,x_px=182; y_px=20292,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5452137763301531
OCR完整清单,section_03,ocr_0253,.....,,,,7810,,,,x_px=190; y_px=20366,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5678161283334097
OCR完整清单,section_03,ocr_0254,6350,,,,7810,,,,x_px=88; y_px=20411,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7988062143325806
OCR完整清单,section_03,ocr_0255,6360,,,,7810,,,,x_px=88; y_px=20557,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7941533207893372
OCR完整清单,section_03,ocr_0256,6370,,,,7810,,,,x_px=88; y_px=20705,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7332975625991821
OCR完整清单,section_03,ocr_0257,6380,,,,7810,,,,x_px=88; y_px=20853,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7991258978843689
OCR完整清单,section_03,ocr_0258,6390,,,,7810,,,,x_px=88; y_px=21001,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7986316204071044
OCR完整清单,section_03,ocr_0259,6400,,,,7810,,,,x_px=88; y_px=21149,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7996603727340699
OCR完整清单,section_03,ocr_0260,6410,,,,7810,,,,x_px=88; y_px=21297,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7974047780036926
OCR完整清单,section_04,ocr_0261,6420,,,,7810,,,,x_px=88; y_px=24111,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7997440695762634
OCR完整清单,section_04,ocr_0262,6430,,,,7810,,,,x_px=88; y_px=24258,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7995575904846192
OCR完整清单,section_04,ocr_0263,6440,,,,7810,,,,x_px=88; y_px=24405,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7888548851013184
OCR完整清单,section_04,ocr_0264,6450,,,,7810,,,,x_px=88; y_px=24553,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7442865014076233
OCR完整清单,section_04,ocr_0265,6460,,,,7810,,,,x_px=88; y_px=24701,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.715324854850769
OCR完整清单,section_04,ocr_0266,6470,,,,7810,,,,x_px=88; y_px=24849,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6898520231246948
OCR完整清单,section_04,ocr_0267,6480,,,,7810,,,,x_px=88; y_px=24997,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7848390102386474
OCR完整清单,section_04,ocr_0268,....,,,,7810,,,,x_px=652; y_px=25041,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6436250567436218
OCR完整清单,section_04,ocr_0269,...,,,,7810,,,,x_px=936; y_px=25088,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5535361915826797
OCR完整清单,section_04,ocr_0270,6490,,,,7810,,,,x_px=87; y_px=25144,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7260787010192871
OCR完整清单,section_04,ocr_0271,6500,,,,7810,,,,x_px=88; y_px=25291,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7995004773139953
OCR完整清单,section_04,ocr_0272,6510,,,,7810,,,,x_px=88; y_px=25439,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7081918120384216
OCR完整清单,section_04,ocr_0273,6520,,,,7810,,,,x_px=88; y_px=25587,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7998184084892273
OCR完整清单,section_04,ocr_0274,6530,,,,7810,,,,x_px=88; y_px=25735,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7990803003311158
OCR完整清单,section_04,ocr_0275,6540,,,,7810,,,,x_px=88; y_px=25883,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7992680549621582
OCR完整清单,section_04,ocr_0276,.....,,,,7810,,,,x_px=650; y_px=25899,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6092202762762705
OCR完整清单,section_04,ocr_0277,.....,,,,7810,,,,x_px=651; y_px=26015,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5612759490807852
OCR完整清单,section_04,ocr_0278,6550,,,,7810,,,,x_px=88; y_px=26030,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7996104478836059
OCR完整清单,section_04,ocr_0279,....,,,,7810,,,,x_px=651; y_px=26045,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5459240794181823
OCR完整清单,section_04,ocr_0280,6560,,,,7810,,,,x_px=88; y_px=26178,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.793026614189148
OCR完整清单,section_04,ocr_0281,6570,,,,7810,,,,x_px=88; y_px=26325,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7644799590110779
OCR完整清单,section_04,ocr_0282,6580,,,,7810,,,,x_px=88; y_px=26473,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7989989161491394
OCR完整清单,section_04,ocr_0283,...,,,,7810,,,,x_px=651; y_px=26461,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5811658501625061
